대우,,,,NNP,*,F,대우,*,*,*,*,*
구글,,,,NNP,*,T,구글,*,*,*,*,*
케이뱅크,,,1,NNP,*,F,케이뱅크,*,*,*,*,*
플러스박스,,,1,NNP,*,F,플러스박스,*,*,*,*,*
파킹통장,,,1,NNP,*,T,파킹통장,*,*,*,*,*
